"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",1112,562.902494,0,9.52200439581723e-11,"Sig","Sig"
6,"ABMA",1612,584.49006,0,6.73755885414417e-12,"Sig","Sig"
11,"ABMA",3998,586.84832,0,1.54546209218828e-11,"Sig","Sig"
16,"ABMA",1663,594.64866,0,7.25819005214221e-10,"Sig","Sig"
21,"ABMA",1286,590.11346,0,7.54449654679633e-12,"Sig","Sig"
1,"PICO",68,34.104316,0,6.49601395176293e-07,"Sig","Sig"
6,"PICO",70,34.64852,0,2.28813359609531e-06,"Sig","Sig"
11,"PICO",66,36.643984,0,1.15370252574427e-06,"Sig","Sig"
16,"PICO",64,35.55552,0,2.07433295782443e-05,"Sig","Sig"
21,"PICO",60,36.28119,0.0226528257185579,9.11296160176154e-05,"Sig","Sig"
