"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",96.8483887734481,95.872142,0.0865693860308934,0.000645494252038973,"NS","Sig"
6,"ABMA",97.520630229036,97.148318,0.980800479869854,0.328924393588736,"NS","NS"
11,"ABMA",94.4356457578324,98.514262,0.144595928440442,0.0010821367397377,"NS","Sig"
16,"ABMA",91.2557799384,99.78972,0.106372843979269,0.000522399309588328,"NS","Sig"
21,"ABMA",88.4665064514,101.11079,0.0345548029212008,0.0002056081671298,"Sig","Sig"
