"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",100.5079450914,105.579508,0.0340582343928206,0.000323355270971505,"Sig","Sig"
6,"ABMA",104.0460566376,107.513098,0.325507473901947,0.00269516742330513,"NS","Sig"
11,"ABMA",106.759052862,108.739326,0.807043844832018,0.0634884549407283,"NS","NS"
16,"ABMA",109.51215691185,110.839562,0.286019007322187,0.260126930726519,"NS","NS"
21,"ABMA",111.230174055,110.794188,0,0.846480638238094,"Sig","NS"
1,"PIMO",0.1356692106,0.1318369,0,1,"Sig","NS"
6,"PIMO",0.1492165752,0.1429935,0,0.160993017409617,"Sig","NS"
11,"PIMO",0.1615779858,0.15526374,0.277653235187765,0.160997427292815,"NS","NS"
16,"PIMO",0.1689607458,0.16487546,0.311389275000364,0.601862450722734,"NS","NS"
21,"PIMO",0.1747664226,0.18033936,0.226596104430774,0.507225423339875,"NS","NS"
