"Step","Species","AdultAbsDen","simMean","pval","signif"
1,"PICO",2,2.84091,1,"NS"
5,"PICO",2,2.65151533333333,1.94390516413726e-06,"Sig"
10,"PICO",4,2.46212066666667,2.05255544749892e-08,"Sig"
15,"PICO",6,2.22537733333333,1.2556160643567e-13,"Sig"
19,"PICO",7,2.0359836,3.83344707468193e-13,"Sig"
24,"PICO",8,2.0359836,3.06322161219252e-14,"Sig"
29,"PICO",9,1.98863493333333,1.76775769316273e-15,"Sig"
1,"PIMO",87,82.6705038,1.11291850553908e-10,"Sig"
5,"PIMO",90,85.9848313333333,0.000121461346142128,"Sig"
10,"PIMO",93,87.2159173333333,8.15909829023942e-05,"Sig"
15,"PIMO",105,89.2992613333333,8.0508513050412e-10,"Sig"
19,"PIMO",190,91.3352586666667,5.19223805321733e-20,"Sig"
24,"PIMO",208,93.0871166666667,7.34552657344663e-20,"Sig"
29,"PIMO",226,95.6439413333333,3.45893036671697e-21,"Sig"
