"Step","Species","AdultAbsDen","simMean","pval","signif"
1,"ABCO",157,272.004413333333,5.35144465036317e-15,"Sig"
6,"ABCO",147,548.015273333333,1.0438077465465e-18,"Sig"
11,"ABCO",148,661.119386666667,1.70346748678618e-21,"Sig"
16,"ABCO",155,768.922606666667,9.94838876660218e-21,"Sig"
21,"ABCO",157,858.481306666667,1.92251017861597e-22,"Sig"
1,"CADE",695,727.933833333333,2.31050263555006e-12,"Sig"
6,"CADE",630,824.950733333333,1.77867304683807e-18,"Sig"
11,"CADE",613,862.3026,3.71071296755853e-20,"Sig"
16,"CADE",589,898.730266666667,2.7254247064593e-20,"Sig"
21,"CADE",527,943.787,3.38464513144692e-21,"Sig"
1,"PILA",63,62.4383524,0.128734738616478,"NS"
6,"PILA",65,55.2884769333333,5.8236251561715e-11,"Sig"
11,"PILA",70,51.6518825333333,3.84719969393715e-12,"Sig"
16,"PILA",91,47.7071090666667,1.47389342365744e-15,"Sig"
21,"PILA",109,44.0705126666667,1.59425862497533e-19,"Sig"
1,"PIPO",46,46.2278350666667,0.728916445361118,"NS"
6,"PIPO",31,44.3170513333333,5.28954185510159e-09,"Sig"
11,"PIPO",34,40.9270206666667,0.000238616161419916,"Sig"
16,"PIPO",31,37.3520706666667,8.29269397292732e-05,"Sig"
21,"PIPO",31,34.2085752,0.0359766541577448,"Sig"
1,"QUCH",7,6.34862533333333,1.96412878525106e-06,"Sig"
6,"QUCH",40,5.67061506666667,1.06841777082474e-24,"Sig"
11,"QUCH",53,5.17751773333333,2.80208644131419e-25,"Sig"
16,"QUCH",49,5.11588053333333,9.49101218510687e-24,"Sig"
21,"QUCH",57,4.56114626666667,6.04022720995007e-25,"Sig"
1,"QUKE",305,307.26082,0.0408002916211016,"Sig"
6,"QUKE",276,306.767833333333,2.29504486159996e-11,"Sig"
11,"QUKE",280,294.070413333333,1.0910900685726e-06,"Sig"
16,"QUKE",272,280.140533333333,0.00076708141157663,"Sig"
21,"QUKE",250,266.395522666667,1.11229577906463e-06,"Sig"
