"Step","Species","AdultAbsBA","simMean","pval","signif"
1,"ABCO",39.81285304,13.914874,6.04646650297615e-25,"Sig"
7,"ABCO",40.09226677,13.8477906666667,1.81254627833984e-23,"Sig"
13,"ABCO",38.26280265,13.9257153333333,2.62810889482344e-21,"Sig"
18,"ABCO",41.36284256,13.8477593333333,1.52698659562867e-21,"Sig"
23,"ABCO",36.77109653,13.665526,5.40688593026074e-19,"Sig"
28,"ABCO",34.84710786,13.8088146666667,2.00995948912033e-18,"Sig"
1,"ABMA",0.02061204,0.0167098,1,"NS"
7,"ABMA",0.025165,0.0184272,1,"NS"
13,"ABMA",0.029637853,0.01753154,1.21422736332055e-05,"Sig"
18,"ABMA",0.036583931,0.0188881333333333,3.68670281979785e-07,"Sig"
23,"ABMA",0.042594601,0.02029534,5.20250868489358e-08,"Sig"
28,"ABMA",0.051377726,0.02007976,1.34541202159515e-08,"Sig"
1,"CADE",5.306942349,3.04582033333333,7.93630471558158e-30,"Sig"
7,"CADE",5.599432328,2.85062714666667,2.24759283083256e-13,"Sig"
13,"CADE",5.969075285,2.86054935333333,3.8477484439099e-14,"Sig"
18,"CADE",6.342942278,2.86102746666667,1.06548330291419e-13,"Sig"
23,"CADE",6.741611282,2.8136441,3.50432919079496e-13,"Sig"
28,"CADE",7.16953411,2.77495473333333,2.49468139468964e-13,"Sig"
1,"PILA",28.92528124,13.5294902666667,7.19620421447693e-25,"Sig"
7,"PILA",29.35434969,12.0389816666667,4.41411732772464e-17,"Sig"
13,"PILA",23.78918586,11.2712938,6.21397788472851e-16,"Sig"
18,"PILA",24.37723804,10.6959506,1.45574432139033e-13,"Sig"
23,"PILA",22.9420109,9.9962616,1.31730380887703e-13,"Sig"
28,"PILA",23.77426849,9.84319793333333,1.58593642421967e-13,"Sig"
1,"PIPO",0.007032471,0.00337843133333333,6.33320007524757e-08,"Sig"
7,"PIPO",0.005410621,0.00306561,0.00349747160606909,"Sig"
1,"QUKE",0.0468334,0.025216391,1,"NS"
7,"QUKE",0.050086529,0.0274595150666667,1.1823090644127e-32,"Sig"
13,"QUKE",0.060658796,0.0298001376,2.43351093402108e-30,"Sig"
18,"QUKE",0.038102893,0.0318749133333333,5.63365523411132e-19,"Sig"
23,"QUKE",0.041391365,0.0317552586666667,0.000582007126323277,"Sig"
28,"QUKE",0.047439731,0.03152338,0.00021924718158701,"Sig"
