"Step","Species","AdultAbsBA","simMean","pval","signif"
1,"ABCO",8.225156478,8.356612,8.76007303592477e-05,"Sig"
6,"ABCO",8.558441753,8.27548466666667,0.090247802065459,"NS"
11,"ABCO",8.60228985,8.41854,0.28852520381489,"NS"
16,"ABCO",9.553299294,8.42224,4.16716334837774e-05,"Sig"
21,"ABCO",10.69337808,8.53766466666667,3.95450664186687e-08,"Sig"
1,"CADE",26.30695258,27.025364,3.1583777025834e-06,"Sig"
6,"CADE",27.54093222,27.2531306666667,0.0998001287072746,"NS"
11,"CADE",29.41467906,27.3188853333333,1.1775275704877e-07,"Sig"
16,"CADE",30.98351713,27.4431913333333,5.55453948102475e-09,"Sig"
21,"CADE",31.68296924,27.6059846666667,2.55158755249346e-08,"Sig"
1,"PILA",1.565750663,1.53673446666667,0.068095499594939,"NS"
6,"PILA",1.680348377,1.51200706666667,1.19402495118021e-06,"Sig"
11,"PILA",1.975410591,1.53350926666667,1.31383385862156e-10,"Sig"
16,"PILA",2.307715687,1.53096653333333,4.42123532994e-11,"Sig"
21,"PILA",2.568946796,1.52877073333333,8.24897850039169e-14,"Sig"
1,"PIPO",17.41989711,15.6411982,1.26965020222492e-07,"Sig"
6,"PIPO",11.30799599,13.6492812666667,0.000265902460634161,"Sig"
11,"PIPO",11.61260396,11.6726668533333,0.925211550246342,"NS"
16,"PIPO",11.66155637,9.73864148,0.0163016083059404,"Sig"
21,"PIPO",12.04379013,8.58280372,0.000274089786877099,"Sig"
1,"QUCH",0.083079612,0.0771349856,3.39364511595315e-05,"Sig"
6,"QUCH",0.037016687,0.0770327436666667,1.12610089115677e-09,"Sig"
11,"QUCH",0.021007879,0.0785006119333333,2.30341136637424e-08,"Sig"
16,"QUCH",0.023558513,0.0833308354666667,2.92573883352279e-08,"Sig"
21,"QUCH",0.017660504,0.0854893482666667,1.49107503684172e-07,"Sig"
1,"QUKE",15.1782367,14.8675225333333,1.69859123839379e-08,"Sig"
6,"QUKE",14.68553643,14.8908023333333,0.00122370376716506,"Sig"
11,"QUKE",14.90333257,14.8542557333333,0.59343480008648,"NS"
16,"QUKE",15.42906912,14.8150598666667,5.85743859197862e-05,"Sig"
21,"QUKE",15.31791852,14.8234882133333,0.00125681909247457,"Sig"
