"Step","Species","AdultAbsBA","simMean","pval","signif"
1,"ABMA",102.8738998,104.907158666667,8.35015469184693e-09,"Sig"
6,"ABMA",105.098894,105.757876666667,0.0544103926192967,"NS"
11,"ABMA",107.1312775,106.614038666667,0.226581297905834,"NS"
16,"ABMA",107.9304031,107.165042,0.196784168663504,"NS"
21,"ABMA",109.6955095,107.345884,0.00966756147279373,"Sig"
1,"PICO",3.081968505,2.93347632666667,8.45255379389478e-08,"Sig"
6,"PICO",3.184661911,2.8643064,2.2206132032772e-06,"Sig"
11,"PICO",2.60727196,2.88132733333333,0.000897915457536539,"Sig"
16,"PICO",2.703773272,2.89040946666667,0.0237865208962774,"Sig"
21,"PICO",2.627467735,2.88087204,0.0224891269711503,"Sig"
