"Step","Species","AdultAbsBA","simMean","pval","signif"
1,"PICO",0.005724781,0.00439113,1,"NS"
5,"PICO",0.0113883,0.00521601713333333,1.50273823481944e-11,"Sig"
10,"PICO",0.019037311,0.00609198,6.40979335852432e-12,"Sig"
15,"PICO",0.022427097,0.00764086933333333,6.45590550766037e-12,"Sig"
19,"PICO",0.035197701,0.00893821233333333,8.65564316558361e-14,"Sig"
24,"PICO",0.051995836,0.0111307386666667,2.5769512228985e-15,"Sig"
29,"PICO",0.103346859,0.0134753233333333,3.96510701509598e-19,"Sig"
1,"PIMO",16.16499991,24.5151934,7.567093523293e-40,"Sig"
5,"PIMO",13.13276843,23.8418425333333,3.46054622205319e-09,"Sig"
10,"PIMO",11.28814029,22.8813792,8.15670314694077e-08,"Sig"
15,"PIMO",10.35106306,23.1411018666667,2.11246759670242e-08,"Sig"
19,"PIMO",13.83382276,23.435656,7.53408632597893e-07,"Sig"
24,"PIMO",14.94168915,21.6092104666667,0.000553525739565386,"Sig"
29,"PIMO",15.37918129,21.8547396,0.000725095914857658,"Sig"
