"Step","Species","AdultAbsDen","simMean","pval","signif"
1,"ABMA",555,558.308831333333,0.00389051053574689,"Sig"
6,"ABMA",565,577.724673333333,5.74891424858733e-06,"Sig"
11,"ABMA",606,577.108173333333,6.45789379976438e-09,"Sig"
16,"ABMA",610,580.497993333333,1.16013239186471e-08,"Sig"
21,"ABMA",642,580.806266666667,1.42104672845419e-12,"Sig"
1,"PICO",34,34.4551442666667,0.14125918961261,"NS"
6,"PICO",35,35.3797058666667,0.418332891266164,"NS"
11,"PICO",32,34.6400502666667,0.00286827554776654,"Sig"
16,"PICO",32,34.7016797333333,0.00746715061155265,"Sig"
21,"PICO",30,34.2085972,0.000880638843822827,"Sig"
