"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",102.8738997594,121.08502,0,1.00702477933402e-07,"Sig","Sig"
6,"ABMA",105.098893977,121.85724,0,6.77618871032345e-07,"Sig","Sig"
11,"ABMA",107.131277484,123.030916,0,7.34149051881498e-06,"Sig","Sig"
16,"ABMA",107.9304031344,124.404376,0.00398026067851709,1.90262730183949e-05,"Sig","Sig"
21,"ABMA",109.6955095236,125.689312,0,6.32173805420515e-06,"Sig","Sig"
1,"PICO",3.081968505,2.8651704,0.0613354144867588,0.000741040380989306,"NS","Sig"
6,"PICO",3.1846619112,2.8021768,0.923393687709794,0.0175034260247285,"NS","Sig"
11,"PICO",2.6072719596,2.586742,0.296460887274106,0.922707419071034,"NS","NS"
16,"PICO",2.7037732722,2.6461238,0.342015349108831,0.77212757014845,"NS","NS"
21,"PICO",2.6274677352,2.754799,0.203046255749097,0.55091766727524,"NS","NS"
