"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",1112,1214.331,0.111136075013431,0.00054130731598393,"NS","Sig"
6,"ABMA",1612,2797.4612,0,2.44385105363964e-07,"Sig","Sig"
11,"ABMA",3998,3517.2798,0.00763984957696562,4.55246446553419e-05,"Sig","Sig"
16,"ABMA",1663,4165.9852,0,1.80293591324705e-07,"Sig","Sig"
21,"ABMA",1286,4712.7432,0,1.97025594357194e-06,"Sig","Sig"
1,"PICO",68,39.909308,0,1.62478329183277e-06,"Sig","Sig"
6,"PICO",70,58.59408,0.131952369126044,0.00174677763242865,"NS","Sig"
11,"PICO",66,76.55328,0.120457443830139,0.000489011925511832,"NS","Sig"
16,"PICO",64,92.15418,0.203712179075292,0.000965524971772538,"NS","Sig"
21,"PICO",60,101.40588,0.0206781740152732,0.00010265207470506,"Sig","Sig"
