"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
10,"PICO",14,1.5450658,0,2.16299620183695e-07,"Sig","Sig"
15,"PICO",14,1.3733916,0,4.6047351151136e-07,"Sig","Sig"
19,"PICO",16,1.2017178,0,1.73255631404178e-06,"Sig","Sig"
24,"PICO",18,1.2017178,0,1.0442908993107e-06,"Sig","Sig"
29,"PICO",18,0.8583694,0,3.76630244433774e-07,"Sig","Sig"
1,"PIMO",226,85.665244,0,2.54152082058125e-08,"Sig","Sig"
5,"PIMO",226,109.52792,0,8.06826104924811e-07,"Sig","Sig"
10,"PIMO",216,126.69528,0,3.82004567152909e-06,"Sig","Sig"
15,"PIMO",220,140.25756,0,3.41300349087353e-07,"Sig","Sig"
19,"PIMO",387,153.47638,0,2.18710051325926e-07,"Sig","Sig"
24,"PIMO",422,169.09864,0,8.0828685748926e-07,"Sig","Sig"
29,"PIMO",456,182.66088,0,1.64201479108516e-06,"Sig","Sig"
