"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",1258,406.57796,0,3.65949601337652e-09,"Sig","Sig"
7,"ABCO",1236,680.5333,0,1.33456701624704e-06,"Sig","Sig"
13,"ABCO",1166,805.15528,0,2.10142335133689e-05,"Sig","Sig"
18,"ABCO",1556,890.31094,0,4.45471164191882e-06,"Sig","Sig"
23,"ABCO",1276,994.13322,0.00927498943224206,4.89819677535051e-05,"Sig","Sig"
28,"ABCO",1064,1076.9782,0.124439711386616,0.503897010807879,"NS","NS"
28,"ABMA",4,0.888889,0,1,"Sig","NS"
1,"CADE",208,46.222268,0,5.46851480500188e-11,"Sig","Sig"
7,"CADE",208,50.666668,0,3.2321445383768e-08,"Sig","Sig"
13,"CADE",208,52.977782,0,2.70285638735312e-07,"Sig","Sig"
18,"CADE",208,51.73335,0,9.54010416543266e-07,"Sig","Sig"
23,"CADE",249,51.200024,0,3.55332146383793e-07,"Sig","Sig"
28,"CADE",247,51.2,0,6.55884219699092e-07,"Sig","Sig"
1,"PILA",358,84.622164,0,3.67233258884729e-10,"Sig","Sig"
7,"PILA",342,76.266682,0,1.15495025468503e-09,"Sig","Sig"
13,"PILA",258,67.555532,0,3.09949000375995e-08,"Sig","Sig"
18,"PILA",232,63.288868,0,3.22078590695131e-08,"Sig","Sig"
23,"PILA",157,59.37778,0,6.3372914857485e-08,"Sig","Sig"
28,"PILA",143,56.711106,0,1.38813744858714e-06,"Sig","Sig"
1,"QUKE",68,1.777778,0,1,"Sig","NS"
7,"QUKE",68,1.6000002,0,3.08296286768092e-10,"Sig","Sig"
13,"QUKE",68,1.6000002,0,3.08296286768092e-10,"Sig","Sig"
18,"QUKE",61,1.6000002,0,4.81381784379032e-10,"Sig","Sig"
23,"QUKE",73,1.4222224,0,5.13693710611602e-10,"Sig","Sig"
28,"QUKE",64,1.0666668,0,3.82045703090982e-10,"Sig","Sig"
