"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
10,"PICO",0.0190373106,0.00804888,0,1,"Sig","NS"
15,"PICO",0.022427097,0.00998332,0,1,"Sig","NS"
19,"PICO",0.035197701,0.009365606,0.0167129727348638,0.000154386136135966,"Sig","Sig"
24,"PICO",0.0519958362,0.011265516,0.0022788689287547,4.68550493783577e-05,"Sig","Sig"
29,"PICO",0.103346859,0.012597636,0,2.71008292174307e-06,"Sig","Sig"
1,"PIMO",16.1649999126,13.8870266,0,4.23334561454044e-05,"Sig","Sig"
5,"PIMO",13.1327684334,14.1530542,0.196447679612599,0.000881996592878067,"NS","Sig"
10,"PIMO",11.2881402942,14.2320464,0,1.83023297773935e-05,"Sig","Sig"
15,"PIMO",10.3510630608,13.767773,0.494411959682134,0.00231140188825919,"NS","Sig"
19,"PIMO",13.8338227566,14.0017544,0.110721675701258,0.750605469408217,"NS","NS"
24,"PIMO",14.941689147,14.2392014,0.0697281601711121,0.298531076483624,"NS","NS"
29,"PIMO",15.3791812944,14.0756184,0.383414376613715,0.101076658876976,"NS","NS"
