"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",39.8128530357684,13.261536,0,4.83689129389295e-10,"Sig","Sig"
7,"ABCO",40.0922667679693,13.31005,0,1.32061749176456e-08,"Sig","Sig"
13,"ABCO",38.2628026521734,13.767402,0,9.14599092768534e-09,"Sig","Sig"
18,"ABCO",41.3628425580136,14.098222,0,9.4280420476031e-09,"Sig","Sig"
23,"ABCO",36.7710965314624,14.309806,0,1.26776744518627e-07,"Sig","Sig"
28,"ABCO",34.8471078648,14.317188,0,3.99587597623565e-07,"Sig","Sig"
28,"ABMA",0.0513777264,0.0279867,0,1,"Sig","NS"
1,"CADE",5.30694234872994,2.2746576,0,1.09848338617824e-13,"Sig","Sig"
7,"CADE",5.59943232804898,2.23120682,0,1.14113475748175e-06,"Sig","Sig"
13,"CADE",5.9690752853676,2.10647134,0.00832183338526216,5.1454220221458e-05,"Sig","Sig"
18,"CADE",6.3429422775454,2.1593067,0.00727488006783183,4.39000712574616e-05,"Sig","Sig"
23,"CADE",6.74161128197944,2.06829004,0.0095956078199044,4.89659387080404e-05,"Sig","Sig"
28,"CADE",7.1695341102,2.01274322,0.00383185096827246,2.42090682202614e-05,"Sig","Sig"
1,"PILA",28.925281243563,12.8805966,0,6.60246048121403e-10,"Sig","Sig"
7,"PILA",29.3543496913482,11.6730842,0,3.91869639070795e-07,"Sig","Sig"
13,"PILA",23.7891858553067,10.2022568,0,9.32236976807693e-06,"Sig","Sig"
18,"PILA",24.3772380398364,9.8424304,0,2.82661835862421e-07,"Sig","Sig"
23,"PILA",22.9420109028899,9.6737214,0,6.98336932450196e-08,"Sig","Sig"
28,"PILA",23.7742684872,9.3916574,0,2.01146034405602e-07,"Sig","Sig"
1,"QUKE",0.0468334004967445,0.028116754,0,1,"Sig","NS"
7,"QUKE",0.0500865287885017,0.0305389488,0,8.11816263008468e-09,"Sig","Sig"
13,"QUKE",0.0606587963648973,0.0331699712,0,9.53977018419739e-09,"Sig","Sig"
18,"QUKE",0.0381028930445755,0.035465368,0.0257135730841549,0.000315950247613069,"Sig","Sig"
23,"QUKE",0.0413913653667776,0.030514456,0,0.209118943098883,"Sig","NS"
28,"QUKE",0.0474397308,0.016991512,0.72547043239436,0.0308417620323901,"NS","Sig"
