"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",1112,563.446718,0,3.96269159228048e-11,"Sig","Sig"
6,"ABMA",1612,583.40162,0,1.64794993916081e-10,"Sig","Sig"
11,"ABMA",3998,578.86654,0,2.92940705418294e-13,"Sig","Sig"
16,"ABMA",1663,575.96412,0,1.46602368989243e-10,"Sig","Sig"
21,"ABMA",1286,582.31304,0,4.50745878820387e-09,"Sig","Sig"
1,"PICO",68,33.560092,0,2.88509694438547e-08,"Sig","Sig"
6,"PICO",70,33.922912,0,1.61877562937549e-07,"Sig","Sig"
11,"PICO",66,33.560132,0,1.45171991973016e-05,"Sig","Sig"
16,"PICO",64,32.47164,0,4.41976950302335e-06,"Sig","Sig"
21,"PICO",60,31.383214,0.00078548779473514,2.53460135453272e-05,"Sig","Sig"
