"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",1258,406.04456,0,6.20349529123114e-10,"Sig","Sig"
7,"ABCO",1236,691.91076,0,4.07126685274819e-09,"Sig","Sig"
13,"ABCO",1166,797.1556,0,5.170827068366e-06,"Sig","Sig"
18,"ABCO",1556,863.46676,0,5.70469609251657e-07,"Sig","Sig"
23,"ABCO",1276,918.2223,0,1.75297480265578e-05,"Sig","Sig"
28,"ABCO",1064,996.7999,0.146615303834057,0.0158561674542071,"NS","Sig"
28,"ABMA",4,0.888889,0,1,"Sig","NS"
1,"CADE",208,46.57782,0,2.40283354350695e-09,"Sig","Sig"
7,"CADE",208,51.733338,0,1.48924766770769e-08,"Sig","Sig"
13,"CADE",208,53.688902,0,7.21144331367855e-07,"Sig","Sig"
18,"CADE",208,52.266668,0,1.21614062277924e-06,"Sig","Sig"
23,"CADE",249,52.088874,0,1.30934503521528e-06,"Sig","Sig"
28,"CADE",247,55.111124,0,2.98375057431164e-07,"Sig","Sig"
1,"PILA",358,85.5110678,0,6.0032291623302e-10,"Sig","Sig"
7,"PILA",342,76.622246,0,1.55614167639366e-08,"Sig","Sig"
13,"PILA",258,72.355574,0,5.99092680865161e-08,"Sig","Sig"
18,"PILA",232,67.0221918,0,1.24273324498254e-07,"Sig","Sig"
23,"PILA",157,62.933312,0,4.22492379344586e-08,"Sig","Sig"
28,"PILA",143,59.5555718,0,5.28900389503555e-06,"Sig","Sig"
1,"QUKE",68,1.777778,0,1,"Sig","NS"
7,"QUKE",68,1.6000002,0,3.08296286768092e-10,"Sig","Sig"
13,"QUKE",68,1.777778,0,1.94748543803545e-09,"Sig","Sig"
18,"QUKE",61,1.6000002,0,4.81381784379032e-10,"Sig","Sig"
23,"QUKE",73,1.6000002,0,2.30595362469787e-10,"Sig","Sig"
28,"QUKE",64,1.4222224,0,8.79282210328821e-10,"Sig","Sig"
