"Step","Species","SimAbsBA","ExpAbsBA"
1,"ABCO",13.749967,16.697269247
6,"ABCO",10.134331,5.505776915
7,"ABCO",20.38396,40.09226677
11,"ABCO",14.1845,8.60228985
12,"ABCO",5.790284,2.764403796
13,"ABCO",20.17259,38.26280265
16,"ABCO",14.00814,9.553299294
17,"ABCO",5.702375,2.916809881
18,"ABCO",19.20034,41.36284256
21,"ABCO",13.87264,10.69337808
22,"ABCO",5.624083,3.169380383
23,"ABCO",18.38339,36.77109653
27,"ABCO",5.522435,3.181020797
28,"ABCO",17.9643,34.84710786
32,"ABCO",5.430718,2.799051717
1,"ABMA",264.7383325,75.0627114275
6,"ABMA",352.034413333333,102.221860276667
7,"ABMA",0,0.025165
11,"ABMA",350.133053333333,102.775325386667
13,"ABMA",0,0.029637853
16,"ABMA",348.026086666667,102.899446646667
18,"ABMA",0,0.036583931
21,"ABMA",345.519756666667,103.130730016667
23,"ABMA",0,0.042594601
28,"ABMA",0,0.051377726
1,"CADE",16.0407716666667,10.53831605
6,"CADE",13.79355,13.7723047315
7,"CADE",18.72954,5.599432328
11,"CADE",27.73361,29.41467906
12,"CADE",0,0.017887485
13,"CADE",17.010173,5.969075285
16,"CADE",27.89023,30.98351713
17,"CADE",0,0.042952741
18,"CADE",16.757542,6.342942278
21,"CADE",28.02362,31.68296924
22,"CADE",0,0.085254385
23,"CADE",16.569868,6.741611282
27,"CADE",0,0.148603178
28,"CADE",14.530626,7.16953411
32,"CADE",0,0.216574835
1,"PICO",5.6114966,1.543846643
5,"PICO",0.015532616,0.0113883
6,"PICO",10.815726,3.184661911
10,"PICO",0.015371996,0.019037311
11,"PICO",10.447515,2.60727196
15,"PICO",0.015080538,0.022427097
16,"PICO",9.941131,2.703773272
19,"PICO",0.015975928,0.035197701
21,"PICO",9.785462,2.627467735
24,"PICO",0.013873459,0.051995836
29,"PICO",0.014878493,0.103346859
1,"PIJE",81.0924,15.83738287
6,"PIJE",75.64908,14.92477556
12,"PIJE",74.26273,13.46417268
17,"PIJE",64.28866,13.35851674
22,"PIJE",63.56119,12.63317314
27,"PIJE",62.14359,11.72548106
32,"PIJE",61.3587,12.12494237
1,"PILA",28.3900263333333,10.5871037196667
6,"PILA",18.3032225,1.4939058055
7,"PILA",42.16911,29.35434969
11,"PILA",1.482703,1.975410591
12,"PILA",32.16372,0.179119109
13,"PILA",39.4168,23.78918586
16,"PILA",1.426463,2.307715687
17,"PILA",28.896202,0.219019786
18,"PILA",34.82531,24.37723804
21,"PILA",1.36219,2.568946796
22,"PILA",27.848499,0.253735251
23,"PILA",30.08958,22.9420109
27,"PILA",20.282079,0.194133601
28,"PILA",27.62535,23.77426849
32,"PILA",20.1580927,0.219090472
1,"PIMO",2.609085035,4.08326161275
5,"PIMO",9.777497,13.13276843
6,"PIMO",0.168113756666667,0.062236929
10,"PIMO",9.753645,11.28814029
11,"PIMO",0.256149595,0.088721533
12,"PIMO",0,0.017907905
15,"PIMO",9.661809,10.35106306
16,"PIMO",0.25957865,0.094445528
17,"PIMO",0,0.020867293
19,"PIMO",9.585829,13.83382276
21,"PIMO",0.2536323,0.0986591995
24,"PIMO",9.477988,14.94168915
29,"PIMO",9.197737,15.37918129
1,"PIPO",15.862415,8.7134647905
6,"PIPO",25.55329,11.30799599
7,"PIPO",0,0.005410621
11,"PIPO",21.65496,11.61260396
16,"PIPO",19.41599,11.66155637
21,"PIPO",16.97192,12.04379013
1,"QUCH",0.2944659,0.083079612
6,"QUCH",0.2658709,0.037016687
11,"QUCH",0.2442758,0.021007879
16,"QUCH",0.2249381,0.023558513
21,"QUCH",0.2063374,0.017660504
1,"QUKE",5.46682966666667,5.137241184
6,"QUKE",8.1357053,7.443045731
7,"QUKE",0.1647955,0.050086529
11,"QUKE",16.11975,14.90333257
12,"QUKE",0.1304106,0.237522239
13,"QUKE",0.15396358,0.060658796
16,"QUKE",16.10912,15.42906912
17,"QUKE",0.1364155,0.262400569
18,"QUKE",0.144184811,0.038102893
21,"QUKE",16.04426,15.31791852
22,"QUKE",0.1392045,0.296468865
23,"QUKE",0.131965389,0.041391365
27,"QUKE",0.1417498,0.33389224
28,"QUKE",0.133328585,0.047439731
32,"QUKE",0.1437268,0.387661659
