"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",37.6499274192213,13.32869,0,6.60082309723841e-33,"Sig","Sig"
7,"ABCO",37.7022749494256,13.1634886666667,0,1.07388550647416e-22,"Sig","Sig"
13,"ABCO",35.717493257271,13.1555393333333,0,1.78706226764831e-20,"Sig","Sig"
18,"ABCO",38.5605565669547,13.3448426666667,0,2.38113518476938e-21,"Sig","Sig"
23,"ABCO",33.9534873784119,13.3409266666667,0,2.32112658206777e-19,"Sig","Sig"
28,"ABCO",31.999410828,13.553764,0,1.47600183051966e-18,"Sig","Sig"
28,"ABMA",0.0475292664,0.02425514,0,2.76151430741747e-07,"Sig","Sig"
1,"CADE",5.14743153482844,2.24782386666667,0,1.16336944177583e-23,"Sig","Sig"
7,"CADE",5.46585463637703,2.24680862666667,0,1.41439824105026e-20,"Sig","Sig"
13,"CADE",5.79823350442023,2.2240804,0,2.17598960090351e-18,"Sig","Sig"
18,"CADE",6.1232391924682,2.18136105333333,0,1.90306669166651e-15,"Sig","Sig"
23,"CADE",6.4947372869385,2.24446056,0,7.86641358897825e-16,"Sig","Sig"
28,"CADE",6.9181856898,2.16507307333333,0,4.58536166668894e-15,"Sig","Sig"
1,"PILA",27.600972734901,12.6164874,0,5.12242872719076e-22,"Sig","Sig"
7,"PILA",27.9332241766494,11.6563442666667,0,4.09616992172928e-18,"Sig","Sig"
13,"PILA",22.6642205405533,10.7538712,0,2.98879171944294e-15,"Sig","Sig"
18,"PILA",23.2672447724832,9.9429334,0,2.02991704345657e-15,"Sig","Sig"
23,"PILA",22.4246781342427,9.32930593333333,0,1.39761495119492e-13,"Sig","Sig"
28,"PILA",23.3209316802,8.23799533333333,0,1.08328617440592e-15,"Sig","Sig"
1,"QUKE",0.0307908192362602,0.0262669673333333,0,0.0282817849528329,"Sig","Sig"
7,"QUKE",0.033006435,0.0265303221333333,0,0.0336844608945398,"Sig","Sig"
13,"QUKE",0.0535407163585141,0.0288398912,0,9.00693258571e-07,"Sig","Sig"
18,"QUKE",0.035632810057189,0.0308579546666667,0,0.155109780135073,"Sig","NS"
23,"QUKE",0.036305115,0.0280677693333333,0,0.0828159988514982,"Sig","NS"
28,"QUKE",0.03801336,0.0298487413333333,0.0177423118220987,0.102364691042183,"Sig","NS"
