"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",44,269.81146,0,1.37375279394449e-21,"Sig","Sig"
6,"ABCO",46,535.87258,0,4.73378040333328e-20,"Sig","Sig"
11,"ABCO",49,646.591126666667,0,1.94378684639872e-20,"Sig","Sig"
16,"ABCO",52,750.41574,0,2.24800979593662e-21,"Sig","Sig"
21,"ABCO",58,848.737706666667,0,7.52925933434762e-21,"Sig","Sig"
1,"CADE",310,726.046753333333,0,2.14471934057884e-26,"Sig","Sig"
6,"CADE",315,824.852533333333,0,1.81145655006512e-24,"Sig","Sig"
11,"CADE",323,864.157133333333,0,7.43672252964158e-23,"Sig","Sig"
16,"CADE",333,895.359133333333,0,3.15599370964796e-22,"Sig","Sig"
21,"CADE",328,941.2546,0,1.81299608475448e-21,"Sig","Sig"
1,"PILA",5,62.8269333333333,0,4.04387694619224e-27,"Sig","Sig"
6,"PILA",5,57.8080266666667,0,2.85317845977561e-19,"Sig","Sig"
11,"PILA",6,54.1798946666667,0,2.27682961809663e-17,"Sig","Sig"
16,"PILA",6,49.463336,0,3.78517958927407e-16,"Sig","Sig"
21,"PILA",6,44.5653713333333,0,3.30002953489488e-14,"Sig","Sig"
1,"PIPO",34,45.5933893333333,0,1.74813532197894e-13,"Sig","Sig"
6,"PIPO",22,44.3839706666667,0.000305501187212898,1.30312472620199e-11,"Sig","Sig"
11,"PIPO",22,42.509472,0.0913808030226421,1.91520881561619e-09,"NS","Sig"
16,"PIPO",20,39.4860046666667,0.185322579992921,2.29496636653618e-09,"NS","Sig"
21,"PIPO",20,36.825408,0.693935519033007,9.2606075667064e-08,"NS","Sig"
1,"QUCH",4,6.34921,0,2.25630950425094e-13,"Sig","Sig"
6,"QUCH",2,5.68405466666667,0.0251158059121181,9.53093950900261e-10,"Sig","Sig"
11,"QUCH",1,4.59561866666667,0.678446359933096,6.24838200942905e-08,"NS","Sig"
21,"QUCH",1,3.990932,0.675627034579992,3.30788215109655e-06,"NS","Sig"
1,"QUKE",282,306.455084,0,5.87415504858061e-15,"Sig","Sig"
6,"QUKE",258,304.580746666667,0,6.64811533310314e-14,"Sig","Sig"
11,"QUKE",244,294.96588,0,2.74207954797058e-13,"Sig","Sig"
16,"QUKE",234,280.27212,0,4.35600223240284e-13,"Sig","Sig"
21,"QUKE",215,267.331874,0.0289066981712865,2.44260602462522e-11,"Sig","Sig"
