"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",201,1633.497998,0,2.86870197634636e-40,"Sig","Sig"
6,"ABMA",203,1632.04725333333,0,1.24419191835316e-34,"Sig","Sig"
11,"ABMA",206,1615.66142,0,7.44214463122849e-33,"Sig","Sig"
16,"ABMA",211,1598.48835333333,0,6.12602423409563e-32,"Sig","Sig"
21,"ABMA",215,1583.31018666667,0,1.0760756522815e-31,"Sig","Sig"
1,"PIMO",1,7.92139533333333,0,3.70178467876965e-17,"Sig","Sig"
6,"PIMO",1,8.16327,0,7.15059558988429e-13,"Sig","Sig"
11,"PIMO",1,7.86092666666667,0,1.92846972488031e-12,"Sig","Sig"
16,"PIMO",1,8.28420733333333,0,1.66143689072411e-12,"Sig","Sig"
21,"PIMO",2,8.04233266666667,0.508737130026554,3.56376590359916e-09,"NS","Sig"
