"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
10,"PICO",14,1.5450658,0,2.16299620183695e-07,"Sig","Sig"
15,"PICO",14,1.5450658,0,2.16299620183695e-07,"Sig","Sig"
19,"PICO",16,1.5450658,0,1.19261049683758e-07,"Sig","Sig"
24,"PICO",18,1.5450658,0,7.10348879869141e-08,"Sig","Sig"
29,"PICO",18,1.5450658,0,7.10348879869141e-08,"Sig","Sig"
1,"PIMO",226,81.0300798,0,2.03136142702021e-08,"Sig","Sig"
5,"PIMO",226,82.918444,0,7.27172804501866e-08,"Sig","Sig"
10,"PIMO",216,83.090168,0,1.09473874503896e-07,"Sig","Sig"
15,"PIMO",220,83.261828,0,7.86694741756119e-07,"Sig","Sig"
19,"PIMO",387,86.35193,0,7.21724709330209e-08,"Sig","Sig"
24,"PIMO",422,90.815438,0,2.1149454001287e-08,"Sig","Sig"
29,"PIMO",456,92.017148,0,2.17970131911977e-08,"Sig","Sig"
