"Step","Species","AdultAbsBA","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABMA",102.8738997594,121.213604,0,1.34807035943326e-08,"Sig","Sig"
6,"ABMA",105.098893977,122.129404,0,6.62193057506219e-08,"Sig","Sig"
11,"ABMA",107.131277484,122.769434,0,4.94854316016282e-06,"Sig","Sig"
16,"ABMA",107.9304031344,124.100064,0,5.908967846239e-06,"Sig","Sig"
21,"ABMA",109.6955095236,125.49484,0,2.14823106232714e-06,"Sig","Sig"
1,"PICO",3.081968505,2.9011196,0,3.801980901609e-09,"Sig","Sig"
6,"PICO",3.1846619112,2.9322912,0.523968794280326,0.0169932355686054,"NS","Sig"
11,"PICO",2.6072719596,2.9085178,0.95172279884708,0.126678871867013,"NS","NS"
16,"PICO",2.7037732722,2.7308508,0.335283247144752,0.852982718568337,"NS","NS"
21,"PICO",2.6274677352,2.7281066,0.133855969360595,0.540905173451466,"NS","NS"
