"Step","Species","AdultAbsDen","simMean","dixonPval","tTestPval","dSig","tsig"
1,"ABCO",1258,400.8889,0,3.20905057252513e-10,"Sig","Sig"
7,"ABCO",1236,687.8218,0,8.14873603285838e-08,"Sig","Sig"
13,"ABCO",1166,814.40018,0,1.32140873074535e-06,"Sig","Sig"
18,"ABCO",1556,908.97768,0,1.21266319145852e-07,"Sig","Sig"
23,"ABCO",1276,1017.42248,0,6.03572968351944e-06,"Sig","Sig"
28,"ABCO",1064,1106.6665,0.183524829662922,0.00221661522624892,"NS","Sig"
28,"ABMA",4,0.888889,0,1,"Sig","NS"
1,"CADE",208,46.2222658,0,1.36698289527737e-09,"Sig","Sig"
7,"CADE",208,55.46664,0,5.26764358601211e-08,"Sig","Sig"
13,"CADE",208,55.822244,0,4.1561209449152e-08,"Sig","Sig"
18,"CADE",208,56.711118,0,7.50066562257026e-08,"Sig","Sig"
23,"CADE",249,59.55556,0,8.79006684301889e-08,"Sig","Sig"
28,"CADE",247,63.64443,0,6.01035639509518e-08,"Sig","Sig"
1,"PILA",358,85.6888396,0,5.0379328240622e-10,"Sig","Sig"
7,"PILA",342,77.3333458,0,1.61479950252193e-08,"Sig","Sig"
13,"PILA",258,73.2444298,0,2.87277187056514e-07,"Sig","Sig"
18,"PILA",232,70.044422,0,9.66296462989895e-07,"Sig","Sig"
23,"PILA",157,66.1333418,0.0025768941135019,2.16140463492815e-05,"Sig","Sig"
28,"PILA",143,63.99999,0.0165599330523075,7.52141116702924e-05,"Sig","Sig"
1,"QUKE",68,1.777778,0,1,"Sig","NS"
7,"QUKE",68,1.777778,0,1,"Sig","NS"
13,"QUKE",68,1.777778,0,1,"Sig","NS"
18,"QUKE",61,1.9555558,0,4.9308178316348e-10,"Sig","Sig"
23,"QUKE",73,1.9555558,0,2.35246270498999e-10,"Sig","Sig"
28,"QUKE",64,1.9555562,0,4.04417477433003e-10,"Sig","Sig"
