"Step","Species","SimAbsBA","ExpAbsBA"
1,"ABCO",7.7832446,16.6972692457228
6,"ABCO",5.15338505,5.5057769151
7,"ABCO",13.050224,40.0922667679693
11,"ABCO",8.464444,8.60228985
12,"ABCO",2.01661112,2.764403796
13,"ABCO",13.037428,38.2628026521734
16,"ABCO",8.192264,9.553299294
17,"ABCO",2.02553562,2.9168098806
18,"ABCO",13.35931,41.3628425580136
21,"ABCO",8.08897,10.69337808
22,"ABCO",1.95301136,3.1693803834
23,"ABCO",13.701486,36.7710965314624
27,"ABCO",2.05280726,3.1810207968
28,"ABCO",13.884274,34.8471078648
32,"ABCO",2.0746218,2.799051717
1,"ABMA",107.83656,100.076744541416
6,"ABMA",109.117806666667,102.221860281212
11,"ABMA",108.830563333333,102.775325367944
16,"ABMA",109.962732666667,102.89944666155
21,"ABMA",110.965336666667,103.13073001
28,"ABMA",0.0279867,0.0513777264
1,"CADE",14.644757,15.806947464165
6,"CADE",27.098952,27.5409322188
7,"CADE",2.24392242,5.59943232804898
11,"CADE",27.30056,29.414679063
13,"CADE",2.2696754,5.9690752853676
16,"CADE",26.656048,30.9835171338
17,"CADE",0.003501966,0.0429527406
18,"CADE",2.17995284,6.3429422775454
21,"CADE",26.67317,31.682969241
22,"CADE",0.00471117,0.0852543846
23,"CADE",2.10912524,6.74161128197944
27,"CADE",0.006114818,0.1486031778
28,"CADE",2.14115664,7.1695341102
32,"CADE",0.005793722,0.2165748354
1,"PICO",2.902027,3.081968505
6,"PICO",2.9121264,3.1846619112
10,"PICO",0.006233498,0.0190373106
11,"PICO",2.8560648,2.6072719596
15,"PICO",0.007668518,0.022427097
16,"PICO",2.6691392,2.7037732722
19,"PICO",0.008939828,0.035197701
21,"PICO",2.75747348,2.6274677352
24,"PICO",0.010683156,0.0519958362
29,"PICO",0.012597636,0.103346859
1,"PIJE",15.3275216,15.837382869
6,"PIJE",15.2838784,14.924775558
12,"PIJE",15.0235802,13.4641726758
17,"PIJE",15.008455,13.3585167408
22,"PIJE",15.1358274,12.6331731372
27,"PIJE",15.3121668,11.72548105575
32,"PIJE",15.6414208,12.124942368
1,"PILA",5.41765433333333,10.587103721121
6,"PILA",1.53548277,1.4939058057
7,"PILA",12.745338,29.3543496913482
11,"PILA",2.005633,1.975410591
12,"PILA",0.55925346,0.1791191094
13,"PILA",11.8358452,23.7891858553067
16,"PILA",2.0608388,2.3077156872
17,"PILA",0.57525628,0.2190197856
18,"PILA",10.5866076,24.3772380398364
21,"PILA",2.0574068,2.5689467958
22,"PILA",0.3386042,0.253735251
23,"PILA",9.920574,22.9420109028899
27,"PILA",0.35117434,0.1941336012
28,"PILA",8.9396826,23.7742684872
32,"PILA",0.35457768,0.2190904716
1,"PIMO",7.05971445,8.1503345616
5,"PIMO",14.1316028,13.1327684334
6,"PIMO",0.14666416,0.1492165752
10,"PIMO",14.1469492,11.2881402942
11,"PIMO",0.15850544,0.1615779858
15,"PIMO",14.3080234,10.3510630608
16,"PIMO",0.17523948,0.1689607458
19,"PIMO",12.9732276,13.8338227566
21,"PIMO",0.16812006,0.1747664226
24,"PIMO",13.2223458,14.941689147
29,"PIMO",12.813431,15.3791812944
1,"PIPO",15.5430704,17.41989711
6,"PIPO",13.4002432,11.3079959916
11,"PIPO",10.75755568,11.6126039568
16,"PIPO",9.22005178,11.661556368
21,"PIPO",6.57377824,12.0437901276
1,"QUCH",0.076650603,0.083079612
6,"QUCH",0.0833331252,0.0370166874
11,"QUCH",0.083463648,0.0210078792
21,"QUCH",0.07293697,0.0176605044
1,"QUKE",4.996992598,5.13724118549891
6,"QUKE",7.54914051,7.4430457332
7,"QUKE",0.030657511,0.0500865287885017
11,"QUKE",14.9324694,14.9033325672
12,"QUKE",0.21021556,0.2375222388
13,"QUKE",0.0331699712,0.0606587963648973
16,"QUKE",14.9922768,15.429069117
17,"QUKE",0.21557294,0.2624005692
18,"QUKE",0.035237926,0.0381028930445755
21,"QUKE",14.95376686,15.3179185236
22,"QUKE",0.23191642,0.296468865
23,"QUKE",0.037565962,0.0413913653667776
27,"QUKE",0.24005626,0.333892240374
28,"QUKE",0.039980284,0.0474397308
32,"QUKE",0.25438498,0.387661659
