"Step","Species","SimAbsDen","ExpAbsDen"
1,"ABCO",312.035636666667,540
6,"ABCO",565.38937,168
7,"ABCO",1093.24449,1236
11,"ABCO",1180.13603,2919
12,"ABCO",290,38
13,"ABCO",1364.97778,1166
16,"ABCO",1433.28813,716
17,"ABCO",358.4,210
18,"ABCO",1605.0665,1556
21,"ABCO",1661.95007,314
22,"ABCO",417.3,42
23,"ABCO",1837.8662,1276
27,"ABCO",471.3,36
28,"ABCO",2030.40003,1064
32,"ABCO",520.4,24
1,"ABMA",1018.68495,1981.33333333333
6,"ABMA",1079.21353666667,2060.66666666667
11,"ABMA",1100.13604333333,3528.66666666667
16,"ABMA",1121.30025666667,1905.33333333333
21,"ABMA",1139.1685,1644.66666666667
28,"ABMA",0.888889,4
1,"CADE",384.6158464,808
6,"CADE",829.7505,1260
7,"CADE",53.599958,208
11,"CADE",878.4579,1528
13,"CADE",59.28889,208
16,"CADE",917.551,4656
17,"CADE",2.6,10
18,"CADE",63.20002,208
21,"CADE",975.9638,1058
22,"CADE",2.5,20
23,"CADE",65.86667,249
27,"CADE",2.5,25
28,"CADE",67.555578,247
32,"CADE",2.5,30
1,"PICO",34.467111,68
6,"PICO",36.643983,70
10,"PICO",1.4592289,14
11,"PICO",38.820875,66
15,"PICO",1.2875547,14
16,"PICO",39.999989,64
19,"PICO",1.2875547,16
21,"PICO",41.541947,60
24,"PICO",1.2875547,18
29,"PICO",1.2017176,18
1,"PIJE",156.6,324
6,"PIJE",216.1,302
12,"PIJE",270.2,270
17,"PIJE",313.9,228
22,"PIJE",346.1,208
27,"PIJE",373.2,202
32,"PIJE",398.4,196
1,"PILA",51.3178976666667,170.666666666667
6,"PILA",30.2725745,72
7,"PILA",87.555557,342
11,"PILA",51.791385,154
12,"PILA",5.1,6
13,"PILA",82.311116,258
16,"PILA",47.437653,212
17,"PILA",5,4
18,"PILA",81.422239,232
21,"PILA",43.174589,222
22,"PILA",4.6,4
23,"PILA",78.755547,157
27,"PILA",4.9,4
28,"PILA",76.266663,143
32,"PILA",5,4
1,"PIMO",44.63715495,120
5,"PIMO",87.897023,226
6,"PIMO",7.981864,14
10,"PIMO",92.789722,216
11,"PIMO",8.435379,14
15,"PIMO",96.223192,220
16,"PIMO",8.253973,14
19,"PIMO",99.999986,387
21,"PIMO",8.707488,10
24,"PIMO",103.004297,422
29,"PIMO",105.579408,456
1,"PIPO",47.07488,94
6,"PIPO",48.526099,64
11,"PIPO",47.981853,97
16,"PIPO",45.442162,96
21,"PIPO",44.081637,64
1,"QUCH",6.34921,84
6,"QUCH",5.714289,80
11,"QUCH",5.079368,112
21,"QUCH",4.263041,114
1,"QUKE",108.030327666667,296.666666666667
6,"QUKE",159.192626,378
7,"QUKE",1.6888891,68
11,"QUKE",293.24252,1074
12,"QUKE",15.3,200
13,"QUKE",1.6888891,68
16,"QUKE",282.721012,1010
17,"QUKE",14.7,273
18,"QUKE",1.6000002,61
21,"QUKE",268.753068,502
22,"QUKE",14.2,195
23,"QUKE",1.6000002,73
27,"QUKE",13.7,225
28,"QUKE",1.4222224,64
32,"QUKE",13.4,248
