"Step","Species","SimAbsBA","ExpAbsBA"
1,"ABCO",7.85958916666667,16.6972692457228
6,"ABCO",5.20349961,5.5057769151
7,"ABCO",13.436933,40.0922667679693
11,"ABCO",8.41673,8.60228985
12,"ABCO",2.02471703,2.764403796
13,"ABCO",13.558663,38.2628026521734
16,"ABCO",8.541899,9.553299294
17,"ABCO",2.06026219,2.9168098806
18,"ABCO",13.804964,41.3628425580136
21,"ABCO",8.830697,10.69337808
22,"ABCO",2.09943867,3.1693803834
23,"ABCO",14.174587,36.7710965314624
27,"ABCO",2.2065779,3.1810207968
28,"ABCO",14.545835,34.8471078648
32,"ABCO",2.2839,2.799051717
1,"ABMA",107.853496333333,100.076744541416
6,"ABMA",109.448488,102.221860281212
11,"ABMA",111.127916333333,102.775325367944
16,"ABMA",112.819461666667,102.89944666155
21,"ABMA",114.378743666667,103.13073001
28,"ABMA",0.0290535,0.0513777264
1,"CADE",14.77739895,15.806947464165
6,"CADE",27.692855,27.5409322188
7,"CADE",2.29340228,5.59943232804898
11,"CADE",28.128079,29.414679063
13,"CADE",2.37311081,5.9690752853676
16,"CADE",28.26569,30.9835171338
17,"CADE",0.0037201,0.0429527406
18,"CADE",2.38493428,6.3429422775454
21,"CADE",28.616755,31.682969241
22,"CADE",0.004994608,0.0852543846
23,"CADE",2.41568589,6.74161128197944
27,"CADE",0.006563977,0.1486031778
28,"CADE",2.41554355,7.1695341102
32,"CADE",0.008358707,0.2165748354
1,"PICO",2.8898661,3.081968505
6,"PICO",2.96244657,3.1846619112
10,"PICO",0.007141189,0.0190373106
11,"PICO",2.917637,2.6072719596
15,"PICO",0.007827587,0.022427097
16,"PICO",2.9314532,2.7037732722
19,"PICO",0.009152714,0.035197701
21,"PICO",3.02511372,2.6274677352
24,"PICO",0.010974338,0.0519958362
29,"PICO",0.011690906,0.103346859
1,"PIJE",15.4009492,15.837382869
6,"PIJE",15.4225761,14.924775558
12,"PIJE",15.1316411,13.4641726758
17,"PIJE",15.0120657,13.3585167408
22,"PIJE",15.0393623,12.6331731372
27,"PIJE",15.266615,11.72548105575
32,"PIJE",15.450456,12.124942368
1,"PILA",5.27270785,10.587103721121
6,"PILA",1.5501569615,1.4939058057
7,"PILA",11.2416204,29.3543496913482
11,"PILA",1.9690892,1.975410591
12,"PILA",1.2187420191,0.1791191094
13,"PILA",9.9555676,23.7891858553067
16,"PILA",1.9364246,2.3077156872
17,"PILA",1.1062938095,0.2190197856
18,"PILA",9.1216866,24.3772380398364
21,"PILA",1.7653951,2.5689467958
22,"PILA",1.133088186,0.253735251
23,"PILA",8.9107345,22.9420109028899
27,"PILA",1.0172468767,0.1941336012
28,"PILA",8.3382416,23.7742684872
32,"PILA",1.0460545593,0.2190904716
1,"PIMO",7.06662895,8.1503345616
5,"PIMO",13.8566258,13.1327684334
6,"PIMO",0.14606483,0.1492165752
10,"PIMO",13.2669912,11.2881402942
11,"PIMO",0.16150773,0.1615779858
15,"PIMO",13.109056,10.3510630608
16,"PIMO",0.17375253,0.1689607458
19,"PIMO",13.0257575,13.8338227566
21,"PIMO",0.19080844,0.1747664226
24,"PIMO",13.0838679,14.941689147
29,"PIMO",13.1997787,15.3791812944
1,"PIPO",15.4325815,17.41989711
6,"PIPO",12.4390254,11.3079959916
11,"PIPO",10.70207221,11.6126039568
16,"PIPO",8.88515542,11.661556368
21,"PIPO",7.85771809,12.0437901276
1,"QUCH",0.073216864,0.083079612
6,"QUCH",0.0725712749,0.0370166874
11,"QUCH",0.0673698001,0.0210078792
21,"QUCH",0.0594996609,0.0176605044
1,"QUKE",5.00066378466667,5.13724118549891
6,"QUKE",7.607534315,7.4430457332
7,"QUKE",0.0305982299,0.0500865287885017
11,"QUKE",14.7840995,14.9033325672
12,"QUKE",0.20541209,0.2375222388
13,"QUKE",0.0332567676,0.0606587963648973
16,"QUKE",14.9147538,15.429069117
17,"QUKE",0.21449417,0.2624005692
18,"QUKE",0.035465368,0.0381028930445755
21,"QUKE",14.85398116,15.3179185236
22,"QUKE",0.22713175,0.296468865
23,"QUKE",0.037854516,0.0413913653667776
27,"QUKE",0.23325823,0.333892240374
28,"QUKE",0.036089334,0.0474397308
32,"QUKE",0.24310442,0.387661659
